track_id,track_name,track_artist,lyrics,track_album_name,playlist_name,playlist_genre
09YXhYMYIHZBHVKGEQrSQF,Return To Love,Andrea Bocelli,"Quand'è che spento il cuore? Che ho smesso di sognare Un nuovo amore? Il dubbio dentro me E ho smesso di sperare Ma a un tratto, tu Risvegli nel profondo Un fuoco che mi accende I'll return to love and risk it all Per regalarti un mondo And I'll return to love and resterò Per costruire un sogno One more time Who cares about the past? Who knows about tomorrow? L'amore è adesso And maybe this won't last Maybe this moment's all we have Let's find out And though I'm still afraid You're worth a leap of faith I'll return to love and risk it all To see the world that we make I'll return to love and take the fall As if my heart cannot break One more time Here and now, up against the edge Promise me you won't look down Won't fall off the ledge Take my hand and show me how to love again And I'll return to love and risk it all Per regalarti un mondo And I'll return to love and take the fall Per costruire ancora One more time",Return To Love,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),r&b
0a4agFmqHXxcZl1nho1BxM,Heart Of Glass - Special Mix,Blondie,"Once I had a love and it was a gas Soon turned out had a heart of glass Seemed like the real thing, only to find Mucho mistrust, love's gone behind Once I had a love and it was divine Soon found out I was losing my mind It seemed like the real thing but I was so blind Much o' mistrust, love's gone behind In between What I find is pleasing and I'm feeling fine Love is so confusing, there's no peace of mind If I fear I'm losing you, it's just no good You teasing like you do Once I had a love and it was a gas Soon turned out had a heart of glass Seemed like the real thing, only to find Much o' mistrust, love's gone behind Lost inside Adorable illusion and I cannot hide I'm the one you're using, please don't push me aside We could've made it cruising, yeah Yeah, riding high On love's true bluish light Once I had a love and it was a gas Soon turned out to be a pain in the ass Seemed like the real thing only to find Much o' mistrust, love's gone behind In between What I find is pleasing and I'm feeling fine Love is so confusing, there's no peace of mind If I fear I'm losing you, it's just no good You teasing like you do NA",Best Of Blondie,The Sound of Permanent Wave,rock
0a4vQ58TiGl8Z77EEAvQCx,"Uncertain Smile - Original 7"" Version 1982",The The,Peeling the skin back from my eyes I felt surprised That the time on the clock was the time I usually retired To the place where I cleared my head of you But just for today I think I'll lie here and dream of you I've got you under my skin where the rain can't get in But if the sweat pours out Just shout I'll try to swim and pull you out A howling wind blows the litter As the rain flows And streetlamps pour orange colored shapes Through your windows A broken soul stares from a pair of watering eyes Uncertain emotions force an uncertain smile I've got you under my skin where the rain can't get in But if the sweat pours out Just shout I'll try to swim and pull you out NA,45 RPM - The Singles Of The The,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop
0A52Tcklg6nNjkCNFrHwyM,Whipping Post,The Allman Brothers Band,"I've been rundown I've been lied to I don't know why I let that mean woman make me a fool She took all my money Wrecked my new car Now she's with one of my good-time buddies They're drinking in some cross-town bar Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good Lord, I feel like I'm dying My friends tell me That I've been such a fool And I have to stand down and take it, babe All for loving you I drown myself in sorrow As I look at what you've done Nothing seems to change Bad times stay the same And I can't run Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good Lord, I feel like I'm dying Sometimes I feel Sometimes I feel Like I've been tied To the whipping post Tied to the whipping post Tied to the whipping post Good Lord, I feel like I'm dying",The Allman Brothers Band,Southern Rock/Classic Rock,rock
0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,"Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh All these pussy niggas so bad mind, uh Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh All these pussy niggas so bad mind, uh Spotlight,  moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Feel like I'm destined I don't need no Smith & Wesson, no Girl, who you testin'? Fuck a Scantron, here's your lesson, oh Knife in intestine Takin' shots at all your brethren, no Feel like I'm damaged Girl I know you fucking planned this All alone, call my phone, make me feel right Girl you know when you call, make me feel right All alone, call my phone, make me feel right Girl you know when you call, make me feel right Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh All these pussy niggas so bad mind, uh Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh All these pussy niggas so bad mind, uh Spotlight,  moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh (Spotlight, uh), All these pussy niggas so bad mind (Spotlight, uh, spotlight, uh) Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh All these pussy niggas so bad mind, uh Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind All alone, call my phone, make me feel right Girl you know when you call, make me feel right All alone, call my phone, make me feel right Girl you know when you call, make me feel right Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight, uh All these pussy niggas so bad mind, uh Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, uh, uh, uh, uh, uh Moonlight, uh, uh, uh, uh, uh, nigga, why Spotlight, uh, uh, uh, uh, uh, uh Moonlight, uh, uh, uh, uh, uh, uh",Moonlight,Dance Pop Hits,pop
0A5qqtFMG1qrNQEcjvr1A2,Break the Rules,Charli XCX,":Electric lights Blow my mind I feel alright :Never stop, it's how we ride Coming up until we die :You catch my eye Bitch, you wanna fly? I'm so alive : (2x) I don't wanna go to school I just wanna break the rules Boys and girls across the world Putting on our dancing shoes Going to the discotheque Getting high and getting wrecked I don't wanna go to school I just wanna break the rules I'm such a star Queen Boulevard Blaze through the dark Get my guitar Sunglasses on So light it up Na na na na na na na",SUCKER,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,pop
0AA6zq5ArZ1sSH7VIMi4NK,This Is Why I'm Hot,MiMS,"This is why I'm hot (hot!), this is why I'm hot (hot!) (yeah!) This is why, this is why, this is why I'm hot (huh!) This is why I'm hot (hot!), this is why I'm hot (hoo!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (not!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (Mims!) This is why, this is why, this is why I'm hot (hot!) This is why I'm hot: I don't gotta rap I could sell a mill sayin' nothin' on the track I represent New York, I got it on my back Niggas say that we lost it so I'ma bring it back I love the Dirty Dirty 'cause niggas show me love The ladies start to bounce as soon as I hit the club But in the Midwest, they love to take it slow So when I hit the H, I watch 'em get it on the flo'And if you need it hyphy, I take it to the Bay 'Frisco to Sac-Town, they do it erryday Compton to Hollywood, soon as I hit L.A I'm in the low-low, I do it the Cali way (woo!) And when I hit the Chi, people say that I'm fly They love the way I dress, they like my attire They love how I move crowds from side-to-side They ask me how I do it and simply I reply: This is why I'm hot (hot!), this is why I'm hot (hot!) (yeah!) This is why, this is why, this is why I'm hot (huh!) This is why I'm hot (hot!), this is why I'm hot (hoo!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (not!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (Mims!) This is why, this is why, this is why I'm hot (hot!) This is why I'm hot, catch me on the block Every other day, another bitch, another drop Sixteen bars, twenty-four a pop Forty-four a song, nigga, gimme whachu got I'm into drivin' cars, fresh up off the lot I'm into shuttin' stores down just so I could shop If you need a bird, I could get it chopped Tell me whachu need, you know I get 'em by the flock I call my homie Black, meet me on the Ave I hit Wash Heights wit' the money in the bag We into big spendin', see, my pimpin' never drag Find me with different women that you niggas never had For those who say they know me, know I'm focused on my cream Player, you come between, you better focus on the beam I keep it so mean, the way you seen me lean And when I say I'm hot, my nigga, this is what I mean This is why I'm hot (hot!), this is why I'm hot (hot!) (yeah!) This is why, this is why, this is why I'm hot (huh!) This is why I'm hot (hot!), this is why I'm hot (hoo!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (not!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (Mims!) This is why, this is why, this is why I'm hot (hot!) This is why I'm hot, shorty see the drop Asked me what I paid and I say ""Yeah, I paid a guap"" And then I hit the switch that take away the top So chicks around the way, they call me Cream of the Crop They hop in the car, I tell 'em ""All aboard"" We hit the studio, they say they like how I record I gave 'em Black Train and I Did You Wrong So every time I see them, man, they tell me that's they song They say I'm the bomb, they love the way the charm Hangin' from the neck and compliments the arm Which compliments the ear, then comes the gear (woo!) So when I hit the room, the shorties stop and stare (ha!) Niggas start to hate, rearrange they face But, little do they know, I keep them things by waist side I reply ""Nobody got to die"" Similar to Lil Weez 'cause I got the fire This is why I'm hot (hot!), this is why I'm hot (hot!) (yeah!) This is why, this is why, this is why I'm hot (huh!) This is why I'm hot (hot!), this is why I'm hot (hoo!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (not!) This is why, this is why, this is why I'm hot (hot!) I'm hot 'cause I'm fly (fly!), you ain't 'cause you not (Mims!) This is why, this is why, this is why I'm hot (hot!)",Music Is My Savior,90s-2000s Southern Hip Hop / Crunk,rap
0aAVBcORefVNADGxgqh8XM,Getaway,Tritonal,"Doesn't take much to feel the rush With nothing but your eyes on me How 'bout we do just like we do Two crazy fools just breaking free No, it don't matter what we've been told I can see the skies are gold Yeah, it's just you and me and open road, let's go I don't see no red lights, just a wild ride You're my getaway, you're my getaway Tonight, I'm gonna be alright You're my getaway, you're my getaway tonight You're my getaway, you're my getaway tonight You're my getaway tonight You're my getaway I don't see no red lights, just a wild ride You're my getaway, you're my getaway Tonight, I'm gonna be alright You're my getaway tonight It's getting dark, let's light a spark Ignite our hearts and burn away This is our time, it's do or die Come on, let's rise for heaven's sake Oh, it don't matter what we've been told I can see the skies are gold Yeah, it's just you and me and open road, let's go I don't see no red lights, just a wild ride You're my getaway, you're my getaway Tonight, I'm gonna be alright You're my getaway, you're my getaway tonight You're my getaway, you're my getaway tonight You're my getaway tonight You're my getaway I don't see no red lights, just a wild ride You're my getaway, you're my getaway Tonight, I'm gonna be alright You're my getaway, you're my getaway tonight You're my getaway tonight",Painting With Dreams,Happy EDM,edm
0abrjTBmZ4xiA3seMA4pTu,Digging My Own Grave,Escape the Fate,"Pulling me, I can't breathe Rescue me, darkness consuming Tempting me, suffering Break me free from the darkness inside me Shadows take my hands as my mind begins to stray I'm lost in captive eyes, I can't seem to look away Testing my will, trying my faith I'm drenched in my sins, I am dripping with shame Defying my reasons, denying my heart I descend to hellfire, I am torn apart I need somebody to deliver me from hell I can't seem to find myself, I could use some help Deliver me from hell The serpent sends a smile and the apple is laced I tiptoe into the void, I long for the taste The perversive pictures are fixed in my mind I'm worshipping fiction, the blind lead the blind I need somebody to deliver me from hell I can't seem to find myself, I could use some help Deliver me from hell The Devil whispers to me I'll never be saved The shovel pushes deeper and deeper, I'm digging my own grave The Devil whispers to me I'll never be saved The shovel pushes deeper and deeper, I'm digging my own grave The Devil whispers to me I'll never be saved The shovel pushes deeper, I'm digging my own grave The Devil whispers to me I'll never be saved The shovel pushes deeper, I'm digging my own grave Pulling me, I can't breathe Pulling me, I can't breathe Pulling me, I can't breathe Pulling me, I can't breathe Pulling me, I can't breathe Pulling me, I can't breathe",Digging My Own Grave,Hard Rock Workout,rock
0Acc8Z2mhTiU6ceB4DEyCt,Los Angeles Times,Xzibit,"At this time, please extinguish all smoking materials Return all seat backs, and tray tables To their most upright, and long position Also at this time please take care to fasten your seatbelt Enjoy your stay, welcome to L.A Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Sex power and wealth, fuck everything else Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Trying to survive, Los Angeles Times MC's get fucked up, chopped like Braveheart Don't start what you can't finish, serious bidness Down La Cienega to bust a left on Venice Where you can find me and mines -- Los Angeles Times Welcome to L.A Where every other day I'm taking the hat off my head Givin respect to the dead, and avoid havin the same thing Said about me, Xzibit stand underground Like the roots of a tree, watered three times a day Forty ounce Olde E, like a magnifying glass Making it easier to see, the Mister X to the Z Don't P, L.A., why test without vest-es Stop lead projectile, Apocalypse Now Love Allah not new car, faggot, superstar Type of cat, fuck that, mash away in a Diamond-white Concours 'Llac Still black so the one-time react as if under attack Ain't nothin changed but district range, feel no pain Mr. Big Bad Insane Black John McClane with Liquor on the brain, down to earth like dirt From the city where niggas known for puttin in work Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Sex power and wealth, fuck everything else Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Trying to survive, Los Angeles Times Welcome to L.A If hand determine dick size, I'm palmin the Earth Select turf, then plant bad seed and give birth And make the hard work look easy fuh sheezee Leavin you and your best man, stiffer than mannequins Enough to break the skin on a Vietnam leatherneck Marine drill sergeant, you nothin but a target (pow!) Charge it to the game, gotta look beyond the brand name Comin from the guts like I slammed down twenty cups Of Hennesey straight, relate feel my hate Xzibit flippin through these bitches like DJ trait Translate to left field, only real niggas follow Bitches suck and swallow, I'm livin life behind the bottle Never the role model, still shinin like a new automobile Flow six-fo', you can't steal Cause I got a kill switch with a itch for the action While other rappers use mass weapons of destruction To sell they shit Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Sex power and wealth, fuck everything else Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Trying to survive, Los Angeles Times El ve-te-rano, you can only pray to learn what I know Ride slow across the horizon a lone desperado Comin through the door bringin nothin but hits Sometimes I feel like a matador, lookin at this bullshit Niggas pull rent from the crack of they ass Maintain do your thang this too shall pass I season beef with lead pieces then cook it with gas I'm from the school of hard knocks way ahead in the class Xzibit hard to get through, like bulletproof glass Break it down like Johnny Cochran then mix it with hash Your defense can't last against advanced prosecution Hit the airwaves like pollution -- hey, here's a solution Take a trip to Washington then burn the Constitution Top government officials locked down for prostitution Recruitin the hard rocks mean streets keep producin The world is a riot shit is mine for the lootin Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Sex power and wealth, fuck everything else Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Trying to survive, Los Angeles Times Everyone's got to make a living Everyone's got to make a living Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Sex power and wealth, fuck everything else Welcome to L.A, where you can see the whole city burning Cause the cops got uzis and the dealers keep serving And your kids ain't learning shit, except this Trying to survive, Los Angeles Times Enjoy your stay, welcome to L.A",40 Dayz & 40 Nightz (Explicit),Southern California Hip Hop Primer,rap
0aCI9tg8Pb9l1uoOPk9R8n,Love Like Mine,Miami Horror,"You wanna do this? Okay Across the river, hope to one day meet you A thousand days go by I'm helpless on my own I see the sun is coming down to greet you And take my word, while history unfolds Under the stars I'm thinking over All the ways to get you off my mind And I just can't get enough Can't take it any longer We're running out of time And I say oh You won't find a love like mine And I say oh You won't find a love like mine Say now my heart is on the floor Baby tell me that you want some more, more, more If I was all you're looking for Just tell me that you want some more, more, more I walked a million miles away to see you Feel the world panning in my eyes I pinch myself and hope that I'm not dreaming You're all I really want, don't leave me in dismay I just sit here waiting for ya' Hoping something better comes my way And you can't hold me back I'm walking off that border Across the moonlit bay Just another day alone I can tell that you will never find a love like mine And if you do I wish you well All this time I never thought you'll find a love like mine Say now my heart is on the floor Baby tell me that you want some more, more, more If I was all you're looking for Just tell me that you want some more, more, more You won't find a love like mine You won't find a love like mine You can't find a love like mine You can't find a love like mine And I say oh You won't find a love like mine And I say oh You won't find a love like mine Say now my heart is on the floor Baby tell me that you want some more (Tell me that you want some) If I was all you're looking for Just tell me that you want some more (Just tell me that you're still my lover) (Just tell me that you're still my lover) (Just tell me that you're still my lover) (Just tell me that you're still my lover) You won't find a love like mine You won't find a love like mine You won't find a love like mine You won't find a love like mine",All Possible Futures,Indie Poptimism,pop
0AcLrSfAEBQcUnHOTm5pXg,Get It On Tonite,Montell Jordan,"Oh, ooh wee oh, oh When I'm lookin' at you I keep thinkin' Why can't she be like you? So I'm schemin' I can't go on like this Believin' that her love is true, oh Standing on the dance floor While she trickin' You are all I want girl She's a chicken We might be together But love is missing Girl I want you So what can we do, oh Girl if it's alright Let's go somewhere and get it on tonight I've got a girl, but you look good tonight It's one on one tonight, tonight Girl if it's alright Let's go somewhere and get it on tonight You shouldn't have to be alone tonight It's one on one tonight, tonight Now she's lookin' at me But keep talkin' Oh, now she tryna ice you Let's start walkin' Over on the dance floor It's her fault but What can she do? Tell me baby, yeah Girl if you're ready (I'm ready) We can get it on (We can get it on) I know where I went wrong (She's where you went wrong) With you is where I belong, belong Girl if I could find the words to say I gotta get away from a love That kills me everyday I'd gladly say to you Girl if it's alright Let's go somewhere and get it on tonight I've got a girl, but you look good tonight It's one on one tonight, tonight Girl if it's alright Let's go somewhere and get it on tonight You shouldn't have to be alone tonight It's one on one tonight, tonight My baby's stressin' me You need to come with me We need to go somewhere, yeah Tonight, tonight Girl if it's alright Let's go somewhere and get it on tonight I've got a girl, but you look good tonight",Best Of Montell Jordan,90s/00s Hip Hop & RnB,r&b
0AcmTuNAihP5wlws9eBwQc,Boy I've Been Told,Safire,"Looking in your eyes I see a memory Of how it used to be Before our world came tumbling down I try I did nothing else But try to keep our love alive Oh, how I loved you so And you just made me cry Did you deceive me? Did you do me wrong? Boy, I can`t take it Can`t take it anymore I feel so helpless Not knowing what to do Do I keep on crying? Or do I leave you? Boy, I`ve been told Leaving you is the thing to do It would be easy If I didn`t want to start anew Boy, I`ve been told Leaving you is the thing to do It won`t be easy Cause breaking up is hard to do Touch this lonely heart As I try to say to you About the things you do Now I`m alone Dissatisfied Did you deceive me? Did you do me wrong? Boy, I can`t take it Can`t take it anymore I feel so helpless Not knowing what to do Do I keep on crying? Or do I leave you? NA Just like my friend said You were never good for me So just go about your way Don`t worry about me And just forget we ever happened The time has come to say goodbye Don`t ask why Just let it all go I`ve made it through There`s someone new NA",Freestyle's Best Extended Versions Volumes 3 & 4,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),latin
0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,"Oh my, oh my, oh my Oh my, oh my, oh my Oh my, oh my, oh my, oh my Hahaha It ain't my fault you keep turnin' me on It ain't my fault you got, got me so gone It ain't my fault I'm not leavin' alone It ain't my fault you keep turnin' me on I can't talk right now I'm lookin' and I like what I'm seein' Got me feelin' kinda shocked right now Couldn't stop right now Even if I wanted, gotta get it, get it, get it, when it's hot right now Oh my god, what is this? Want you all in my business Baby, I insist Please don't blame me for whatever happens next No, I-I-I-I can't be responsible If I-I-I-I get you in trouble now See, you're-'re-'re-'re too irresistible Yeah, that's for sure So, if I put your hands where my eyes can't see Then you're the one who's got a hold on me No, I-I-I-I can't be responsible, responsible It ain't my fault (Nope, nope, nope, nope…) It ain't my fault (Nope, nope, nope, nope…) It ain't my fault It ain't my fault you came here lookin' like that You just made me trip, fall and land on your lap Certain bad boy smooth Body hotter than a summer I don't mean to be rude, but I'd look so damn good on ya Ain't got time right now Missed me with that""What's your name, your sign"" right now It's light outside I just called an Uber and it's right outside Oh my god, what is this? Want you all in my business Baby, I insist Please don't blame me for whatever happens next No, I-I-I-I can't be responsible If I-I-I-I get you in trouble now See, you're-'re-'re-'re too irresistible Yeah, that's for sure So, if I put your hands where my eyes can't see Then you're the one who's got a hold on me No, I-I-I-I can't be responsible, responsible It ain't my fault (Nope, nope, nope, nope…) It ain't my fault (Nope, nope, nope, nope…) It ain't my fault Baby, one, two, three Your body's callin' me And I know wherever you're at is exactly where I wanna be But don't blame me It ain't my fault (Nope, nope, nope) It ain't my fault (Nope, nope, nope) It ain't my fault (Nope, nope, nope) It ain't my fault Oh my, oh my, oh my, oh my Ooh ooh So if I put your hands where my eyes can't see (hey yeah) Then you're the one who's got a hold on me (oh yeah) No, I-I-I-I can't be responsible, responsible It ain't my fault (Nope, nope, nope, nope…) No-oh-oh, it ain't my fault It ain't my fault No-oh-oh, no-oh-oh, no (Nope, nope, nope, nope…) It ain't my fault It ain't my fault you got me so gone It ain't my fault It ain't my fault you got me so gone It ain't my fault It ain't my fault Well, that's too bad, it ain't my fault It ain't my fault",So Good,indie poptimism🕺🏻,pop
0ADZ5dmXhlfzjMw6lefoPl,Far Away,Nickelback,"This time, this place Misused, mistakes Too long, too late Who was I to make you wait? Just one chance, just one breath Just in case there's just one left 'Cause you know You know, you know I love you I loved you all along And I miss you Been far away for far too long I keep dreaming you'll be with me And you'll never go Stop breathing If I don't see you anymore On my knees, I'll ask Last chance for one last dance 'Cause with you, I'd withstand All of Hell to hold your hand I'd give it all, I'd give for us Give anything, but I won't give up 'Cause you know You know, you know I love you I loved you all along And I miss you Been far away for far too long I keep dreaming you'll be with me And you'll never go Stop breathing If I don't see you anymore So far away (So far away) Been far away for far too long So far away (So far away) Been far away for far too long But you know You know, you know I wanted I wanted you to stay 'Cause I needed I need to hear you say That I love you (I love you) I loved you all along And I forgive you (I forgive you) For being away for far too long So keep breathing 'Cause I'm not leaving you anymore Believe it Hold on to me, and never let me go Keep breathing 'Cause I'm not leaving you anymore Believe it Hold on to me, never let me go Keep breathing Hold on to me, never let me go Keep breathing Hold on to me, never let me go",All the Right Reasons,Permanent Wave,rock
0aEb1gDzaQMb53iXXoM7Lj,The Kids Are Alright - Mono/Stereo Version,The Who,"I don't mind Other guys dancing with my girl That's fine I know 'em all pretty well But I know sometimes I must get out in the light Better leave her behind With the kids they're alright The kids are alright Sometimes I feel I got to get away Bells chime I know I got to get away And I know if I don't, I'll go out of my mind Better leave her behind With the kids they're alright The kids are alright I know if I go, things would be a lot better for her I had things planned, but her folks wouldn't let her I don't mind Other guys dancing with my girl That's fine I know 'em all pretty well But I know sometimes I must get out in the light Better leave her behind With the kids they're alright The kids are alright NA Sometimes I feel I got to get away Bells chime I know I got to get away And I know if I don't, I'll go out of my mind Better leave her behind With the kids they're alright The kids are alright The kids are alright The kids are alright",Greatest Hits,80s / Classic Rock,rock
0Aergaee1PD3zbWcjxcUJl,Shakin' Off The Rust,The Blue Stones,"Bang my head against the wall Try to find my stride but I trip and I fall Losing my attention again Yeah, I hit the bottom but I'm on the mend I get up Take another step, push it to the edge I get up Just a little more, I can see the end I get up Yeah, you're finished, yeah, you're mine, always win in due time You think too much, it's in my head So, I'm shaking off the rust and You got no trust, it's in my head So, I'm shaking off the rust I think I broke just a little bit Walked through the fire, made it back again Lord knows I tried everything I can Now, I'm shaking off the rust (I'm shaking off the rust) Bang my head against the wall Try to hold a smile but I'm sick of it all Everyone with something to say Better hold my tongue or I'll make my mistake I get up Show 'em what I do, show 'em how it's done I get up Never turn it down, never gonna run, I learn You think too much, it's in my head So, I'm shaking off the rust and You got no trust, it's in my head So, I'm shaking off the rust I think I broke just a little bit Walked through the fire, made it back again Lord knows I tried everything I can Now, I'm shaking off the rust (I'm shaking off the rust) (I'm, oh) (I'm shaking off the rust) You think too much, it's in my head So, I'm shaking off the rust and You got no trust, it's in my head Now, I'm shaking off the rust I think I broke just a little bit Walked through the fire, made it back again Lord knows I tried everything I can And I'm shaking off the rust Yeah, I'm shaking off the rust",Shakin' Off The Rust,Rock Hard,rock
0aersVHlGGXcHeRvHtuaSt,Dancing On Glass,St. Lucia,"Science and reason will tell us so The blood in our veins are just chemicals You'd better believe I keep my demons to myself You'd better believe it's getting harder But I'm never gonna stop until it's broken Never gonna stop until it's broken How long 'til we learn Dancing is dangerous How long 'til we find The devil inside of us How high is too low We're not that young So we're never gonna stop Never gonna stop Never gonna stop Until we break it Dancing on glass Dancing on glass We all have our secrets our secrets, no Our violence mistaken for silence, oh You'd better believe I keep my reasons to myself You'd better believe it's never been easier And we're never gonna stop until it's broken Never gonna stop until it's broken How long 'til we learn Dancing is dangerous How long 'til we find The devil inside of us High high is too low We're not that young So we're never gonna stop Never gonna stop Never gonna stop Until we break it Dancing on glass How long 'til we learn Dancing is dangerous How long 'til we find The devil inside of us How high is too low We're not that young So we're never gonna stop Never gonna stop Never gonna stop Until we break it Dancing on glass",Matter,The Sound of Indie Poptimism,pop
0afhq8XCExXpqazXczTSve,Galway Girl,Ed Sheeran,"She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance"" I met her on Grafton street right outside of the bar She shared a cigarette with me while her brother played the guitar She asked me what does it mean, the Gaelic ink on your arm? Said it was one of my friend's songs, do you want to drink on? She took Jamie as a chaser, Jack for the fun She got Arthur on the table with Johnny riding a shotgun Chatted some more, one more drink at the bar Then put Van on the jukebox, got up to dance You know, she played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""With my pretty little Galway Girl You're my pretty little Galway Girl You know she beat me at darts and then she beat me at pool And then she kissed me like there was nobody else in the room As last orders were called was when she stood on the stool After dancing the céili singing to trad tunes I never heard Carrickfergus ever sung so sweet A cappella in the bar using her feet for a beat Oh, I could have that voice playing on repeat for a week And in this packed out room swear she was singing to me You know, she played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""My pretty little Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl And now we've outstayed our welcome and it's closing time I was holding her hand, her hand was holding mine Our coats both smell of smoke, whisky and wine As we fill up our lungs with the cold air of the night I walked her home then she took me inside To finish some Doritos and another bottle of wine I swear I'm gonna put you in a song that I write About a Galway Girl and a perfect night She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance""My pretty little Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl",÷ (Deluxe),ElectroPop 2020,pop
